Url,Pays,Etat,Province,Ville,Nom,Adresse,Postal,Téléphone,Email,Site,GPS
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-pols-i105506/,Autriche,Styrie,Politischer bezirk judenburg,Pöls,marktgemeinde pöls,"offenburger str. 7, 8761 pöls, austria",8761,Information non disponible,Information non disponible,Information non disponible,"47.22028, 14.57998"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-amering-i105509/,Autriche,Styrie,Politischer bezirk judenburg,Obdach,gemeindeamt amering,"sonnenrain 11, 8742 amering, austria",8742,03578 2317,Information non disponible,Information non disponible,"47.07148, 14.69847"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-mauterndorf-i105667/,Autriche,Styrie,Politischer bezirk judenburg,Oberkurzheim,gemeindeamt mauterndorf,"mauterndorf 52, 8761, austria",8761,Information non disponible,Information non disponible,Information non disponible,"47.22507, 14.55429"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-st-georgen-ob-judenburg-i127585/,Autriche,Styrie,Politischer bezirk judenburg,Sankt georgen ob judenburg,gemeinde st. georgen ob judenburg,"st. georgen ob judenburg 12, 8756 st. georgen ob judenburg, austria",8756,03583 2376,Information non disponible,http://st-georgen-judenburg.at/,"47.20638, 14.49988"
https://fre.cityhallworldwide.com/mairie-en-autriche/eni-i127586/,Autriche,Styrie,Politischer bezirk knittelfeld,Sankt lorenzen bei knittelfeld,eni,"schnellstraße 1, 8733 st. marein bei knittelfeld, austria",8733,03515 43310,Information non disponible,https://www.eni.com/de_at/home.html,"47.25419, 14.88038"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-kraubath-an-der-mur-i105398/,Autriche,Styrie,Politischer bezirk leoben,Kraubath an der mur,marktgemeinde kraubath an der mur,"kirchpl. .1, 8714 kraubath an der mur, austria",8714,03832 2222,Information non disponible,http://www.kraubath.at/,"47.30698, 14.9353"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-sankt-michael-in-der-obersteiermark-i105401/,Autriche,Styrie,Politischer bezirk leoben,Sankt michael in obersteiermark,marktgemeinde sankt michael in der obersteiermark,"hauptstraße 25, 8770 liesingtal, austria",8770,03843 22440,Information non disponible,Information non disponible,"47.34084, 15.01447"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-hieflau-i105607/,Autriche,Styrie,Politischer bezirk leoben,Hieflau,gemeindeamt hieflau,"hauptstraße 15, 8920 hieflau, austria",8920,03634 5050,Information non disponible,Information non disponible,"47.606, 14.74469"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-lassing-i105498/,Autriche,Styrie,Politischer bezirk liezen,Lassing,gemeindeamt lassing,"lassing 5, 8903 lassing-kirchdorf, austria",8903,03612 302960,Information non disponible,http://www.lassing.at/,"47.52623, 14.26346"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-grosolk-i105523/,Autriche,Styrie,Politischer bezirk liezen,Großsölk,gemeindeamt großsölk,"stein an der enns 100, 8961 großsölk, austria",8961,Information non disponible,Information non disponible,Information non disponible,"47.43667, 13.94033"
https://fre.cityhallworldwide.com/mairie-en-autriche/hall-bei-admont-i105553/,Autriche,Styrie,Politischer bezirk liezen,Admont,hall bei admont,"8911 hall bei admont, austria",8911,Information non disponible,Information non disponible,Information non disponible,"47.5871, 14.46447"
https://fre.cityhallworldwide.com/mairie-en-autriche/irdning-i105614/,Autriche,Styrie,Politischer bezirk liezen,Irdning,irdning,"irdning grimminggasse 200, 8952 irdning, austria",8952,Information non disponible,Information non disponible,Information non disponible,"47.50528, 14.10254"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-aich-i105637/,Autriche,Styrie,Politischer bezirk liezen,Gössenberg,gemeinde aich,"aich 8, 8966 aich-assach, austria",8966,03686 4305,Information non disponible,http://www.aich.at/,"47.41792, 13.8193"
https://fre.cityhallworldwide.com/mairie-en-autriche/frauenberg-i105672/,Autriche,Styrie,Politischer bezirk liezen,Ardning,frauenberg,"frauenberg, austria",austria,Information non disponible,Information non disponible,Information non disponible,"47.58793, 14.39283"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadertgemeinde-bad-aussee-i105716/,Autriche,Styrie,Politischer bezirk liezen,Bad aussee,stadertgemeinde bad aussee,"hauptstraße 48, 8990 bad aussee, austria",8990,Information non disponible,Information non disponible,Information non disponible,"47.61072, 13.78468"
https://fre.cityhallworldwide.com/mairie-en-autriche/ardning-i105723/,Autriche,Styrie,Politischer bezirk liezen,Ardning,ardning,"ardning, 8904, austria",8904,Information non disponible,Information non disponible,Information non disponible,"47.59769, 14.36259"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-altenmarkt-bei-sankt-gallen-i105733/,Autriche,Styrie,Politischer bezirk liezen,Altenmarkt bei sankt gallen,marktgemeinde altenmarkt bei sankt gallen,"altenmarkt, 8934 altenmarkt bei st. gallen, austria",8934,Information non disponible,Information non disponible,Information non disponible,"47.73954, 14.6569"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-predlitz-turrach-i105310/,Autriche,Styrie,Politischer bezirk murau,Stadl an der mur,gemeinde predlitz-turrach,"predlitz 11, 8863 predlitz, austria",8863,Information non disponible,Information non disponible,Information non disponible,"47.07185, 13.90909"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-sankt-lorenzen-bei-scheifling-i105388/,Autriche,Styrie,Politischer bezirk murau,Sankt lorenzen bei scheifling,gemeinde sankt lorenzen bei scheifling,"st. lorenzen bei scheifling 45, 8811 st. lorenzen bei scheifling, austria",8811,03582 2492,Information non disponible,Information non disponible,"47.14571, 14.40655"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-oberwolz-i105399/,Autriche,Styrie,Politischer bezirk murau,Oberwölz stadt,gemeinde oberwölz,"ortseinfahrt-hauptplatz str., 8832, austria",8832,Information non disponible,Information non disponible,Information non disponible,"47.20372, 14.28115"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-sankt-lambrecht-i105408/,Autriche,Styrie,Politischer bezirk murau,Sankt lambrecht,marktgemeindeamt sankt lambrecht,"hauptstraße 12, 8813 st. lambrecht, austria",8813,03585 23440,Information non disponible,http://www.stlambrecht.at/,"47.06964, 14.29932"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-ranten-i105449/,Autriche,Styrie,Politischer bezirk murau,Ranten,gemeindeamt ranten,"troiner weg 110, 8853 ranten, austria",8853,03535 82460,Information non disponible,http://www.ranten.gv.at/,"47.15768, 14.08236"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-kulm-am-zirbitz-i105486/,Autriche,Styrie,Politischer bezirk murau,Kulm am zirbitz,gemeinde kulm am zirbitz,"sankt georgen bei neumarkt, 8820 st. georgen bei neumarkt, austria",8820,Information non disponible,Information non disponible,Information non disponible,"47.07417, 14.49679"
https://fre.cityhallworldwide.com/mairie-en-autriche/kindberg-i105594/,Autriche,Styrie,Politischer bezirk mürzzuschlag,Kindberg,kindberg,"hauptstraße 44, 8650 kindberg, austria",8650,03865 2202,Information non disponible,http://www.kindberg.at/,"47.50512, 15.44846"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-radkersburg-i105453/,Autriche,Styrie,Politischer bezirk radkersburg,Bad radkersburg,stadtgemeinde radkersburg,"hauptplatz 1, 8490 bad radkersburg, austria",8490,03476 2509,Information non disponible,http://www.stadtbadradkersburg.at,"46.68774, 15.98641"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-koflach-i105478/,Autriche,Styrie,Politischer bezirk voitsberg,Köflach,stadtgemeinde köflach,"rathauspl. 1, 8580 köflach, austria",8580,03144 2519,Information non disponible,http://www.koeflach.at/,"47.06457, 15.08271"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-edelschrott-i105492/,Autriche,Styrie,Politischer bezirk voitsberg,Edelschrott,gemeindeamt edelschrott,"packerstraße 17, 8583 edelschrott, austria",8583,Information non disponible,Information non disponible,Information non disponible,"47.02144, 15.05037"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-krottendorf-gaisfeld-i105552/,Autriche,Styrie,Politischer bezirk voitsberg,Ligist,gemeindeamt krottendorf-gaisfeld,"krottendorf 161, 8564 krottendorf, austria",8564,03143 2222,Information non disponible,http://www.krottendorf-gaisfeld.at/,"47.00943, 15.21542"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sankt-kathrein-am-hauenstein-i105409/,Autriche,Styrie,Politischer bezirk weiz,Sankt kathrein am hauenstein,gemeindeamt sankt kathrein am hauenstein,"sankt kathrein 132, 8672 st. kathrein am hauenstein, austria",8672,03173 4030,Information non disponible,http://www.st-kathrein-hauenstein.at/,"47.48898, 15.69179"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-rettenegg-i105438/,Autriche,Styrie,Politischer bezirk weiz,Rettenegg,gemeindeamt rettenegg,"rettenegg 166, 8674 rettenegg, austria",8674,03173 80200,Information non disponible,http://www.rettenegg.at/,"47.52682, 15.78128"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-floing-i105456/,Autriche,Styrie,Politischer bezirk weiz,Floing,gemeindeamt floing,"lebing 5, 8183 floing, austria",8183,03177 2234,Information non disponible,http://www.floing.at/,"47.24903, 15.73358"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-nitscha-i105510/,Autriche,Styrie,Politischer bezirk weiz,Nitscha,gemeindeamt nitscha,"hohenbergweg i 2, 8200 nitscha, austria",8200,03112 2080,Information non disponible,Information non disponible,"47.11556, 15.74198"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-naas-i105518/,Autriche,Styrie,Politischer bezirk weiz,Naas,gemeindeamt naas,"in der weiz 37, 8160 affental, austria",8160,03172 2441,Information non disponible,http://www.naas.at/,"47.24952, 15.5956"
https://fre.cityhallworldwide.com/mairie-en-autriche/koglhof-i105583/,Autriche,Styrie,Politischer bezirk weiz,Koglhof,koglhof,"koglhof 45, 8191 aschau, austria",8191,03174 4513,Information non disponible,http://www.sommerrodelbahn-koglhof.at/,"47.32117, 15.69074"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-puch-bei-hallein-i105464/,Autriche,Salzbourg,Politischer bezirk hallein,Puch bei hallein,gemeindeamt puch bei hallein,"halleiner landesstraße 26, 5412 puch bei hallein, austria",5412,06245 806940,Information non disponible,http://www.puchbeihallein.gv.at/,"47.71674, 13.0902"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-kuchl-i105575/,Autriche,Salzbourg,Politischer bezirk hallein,Kuchl,gemeindeamt kuchl,"markt 25, 5431 kuchl, austria",5431,06244 6202,Information non disponible,http://www.kuchl.net/,"47.62691, 13.14568"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-hallein-i105643/,Autriche,Salzbourg,Politischer bezirk hallein,Hallein,stadtgemeinde hallein,"schöndorferpl. 14, 5400 hallein, austria",5400,06245 8988,Information non disponible,http://hallein.gv.at/,"47.68167, 13.0925"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-golling-an-der-salzach-i105660/,Autriche,Salzbourg,Politischer bezirk hallein,Golling an der salzach,marktgemeinde golling an der salzach,"markt 252, 5440 golling an der salzach, austria",5440,Information non disponible,Information non disponible,Information non disponible,"47.59652, 13.16692"
https://fre.cityhallworldwide.com/mairie-en-autriche/adnet-i105736/,Autriche,Salzbourg,Politischer bezirk hallein,Adnet,adnet,"adnet 18, 5421 adnet, austria",5421,06245 840410,Information non disponible,http://www.adnet.at/,"47.69663, 13.13185"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-abtenau-i105737/,Autriche,Salzbourg,Politischer bezirk hallein,Abtenau,marktgemeinde abtenau,"markt 165, 5441 abtenau, austria",5441,Information non disponible,Information non disponible,Information non disponible,"47.56402, 13.3441"
https://fre.cityhallworldwide.com/mairie-en-autriche/hallein-i127591/,Autriche,Salzbourg,Politischer bezirk hallein,Hallein,hallein,"hallein, austria",austria,Information non disponible,Information non disponible,Information non disponible,"47.68248, 13.10037"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-fuschl-am-see-i105303/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Fuschl am see,gemeindeamt fuschl am see,"dorfplatz 1, 5330 fuschl am see, austria",5330,06226 82290,Information non disponible,http://www.fuschlamsee.at/,"47.7962, 13.3031"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-seekirchen-am-wallersee-i105364/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Seekirchen am wallersee,stadtgemeinde seekirchen am wallersee,"stiftsgasse 1, 5201 seekirchen am wallersee, austria",5201,Information non disponible,Information non disponible,Information non disponible,"47.89421, 13.12677"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-seeham-i105365/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Seeham,gemeindeamt seeham,"dorf 2, 5164 seeham, austria",5164,06217 55250,Information non disponible,http://www.seeham.at/,"47.96831, 13.07855"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-obertrum-am-see-i105383/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Obertrum am see,marktgemeindeamt obertrum am see,"obertrum am see 1, 5162 obertrum am see, austria",5162,06219 63050,Information non disponible,http://www.obertrum.salzburg.at/system/web/default.aspx,"47.93809, 13.07226"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-koppl-i105474/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Koppl,gemeindeamt koppl,"dorfstraße 7, 5321 habach, austria",5321,Information non disponible,Information non disponible,Information non disponible,"47.8089, 13.15698"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-hintersee-i105578/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Hintersee,gemeindeamt hintersee,"lämmerbach 55, 5324 hintersee, austria",5324,06224 2140,Information non disponible,http://www.hintersee.salzburg.at/,"47.71324, 13.2898"
https://fre.cityhallworldwide.com/mairie-en-autriche/eugendorf-i105642/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Eugendorf,eugendorf,"dorf 3, 5301 eugendorf, austria",5301,06225 8209,Information non disponible,http://www.eugendorf.at/,"47.86662, 13.12225"
https://fre.cityhallworldwide.com/mairie-en-autriche/moosdorf-i105700/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Dorfbeuern,moosdorf,"moosdorf 150, 5141, austria",5141,07748 26660,Information non disponible,http://www.moosdorf.ooe.gv.at/,"48.04298, 12.99768"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-schwarzach-im-pongau-i105374/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Schwarzach im pongau,marktgemeinde schwarzach im pongau,"marktplatz 1, 5620 schwarzach im pongau, austria",5620,06415 6191,Information non disponible,http://www.gde-schwarzach.salzburg.at/,"47.32096, 13.15117"
https://fre.cityhallworldwide.com/mairie-en-autriche/saint-veit-im-pongau---astenlift-i105395/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Sankt veit im pongau,saint veit im pongau - astenlift,"markt 12, 5621 st. veit im pongau, austria",5621,06415 7520,Information non disponible,Information non disponible,"47.32925, 13.1539"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-bad-gastein-i105666/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Bad gastein,gemeindeamt bad gastein,"k. h. waggerl-straße 29, 5640 bad gastein, austria",5640,06434 3744,Information non disponible,http://www.bad-gastein.at/,"47.10858, 13.13668"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-flachau-i105676/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Altenmarkt im pongau,gemeindeamt flachau,"gemeindestraße 73, 5542 reitdorf, austria",5542,06457 2250,Information non disponible,http://www.flachau.salzburg.at/,"47.372, 13.38929"
https://fre.cityhallworldwide.com/mairie-en-autriche/municipal-office-eben-im-pongau-i105697/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Eben im pongau,municipal office eben im pongau,"dorfpl. 60, 5531 eben im pongau, austria",5531,06458 8114,Information non disponible,http://www.gemeinde-eben.at/,"47.40728, 13.39571"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindereamt-der-marktgemeinde-bad-hofgastein-i105699/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Bad hofgastein,gemeindereamt der marktgemeinde bad hofgastein,"kurpromenade 2, 5630 bad hofgastein, austria",5630,Information non disponible,Information non disponible,Information non disponible,"47.17001, 13.10699"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtamt-radstadt-i127588/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Radstadt,stadtamt radstadt,"stadtpl. 17, 5550 radstadt, austria",5550,06452 42920,Information non disponible,http://www.radstadt.at/,"47.38454, 13.46242"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-turnau-i105281/,Autriche,Styrie,Politischer bezirk bruck an der mur,Turnau,marktgemeindeamt turnau,"turnau 18, 8625 turnau, austria",8625,03863 21110,Information non disponible,Information non disponible,"47.5583, 15.33715"
https://fre.cityhallworldwide.com/mairie-en-autriche/auenstelle-groradl-der-marktgemeinde-eibiswald-i105228/,Autriche,Styrie,Politischer berzirk deutschlandsberg,Pitschgau,außenstelle großradl der marktgemeinde eibiswald,"feisternitz 150, 8552 feisternitz, austria",8552,03466 45400,Information non disponible,http://www.eibiswald.gv.at/,"46.68768, 15.2673"
https://fre.cityhallworldwide.com/mairie-en-autriche/breitenfeld-am-tannenriegel-i105211/,Autriche,Styrie,Leibnitz,Breitenfeld am tannenriegel,breitenfeld am tannenriegel,"breitenfeld am tannenriegel 10, 8421 breitenfeld am tannenriegel, austria",8421,Information non disponible,Information non disponible,http://www.breitenfeld-tannenriegel.at/,"46.85156, 15.62759"
https://fre.cityhallworldwide.com/mairie-en-autriche/ried-im-zillertal-i105193/,Autriche,Tyrol,Politischer bezirk schwaz,Ried im zillertal,ried im zillertal,"1147139 im, ried, 6272 ried im zillertal, austria",6272,05283 2149,Information non disponible,http://www.ried-zillertal.tirol.gv.at/,"47.30152, 11.86909"
https://fre.cityhallworldwide.com/mairie-en-autriche/lindenberg-stadtplatz-2-i105271/,Autriche,Tyrol,Politischer bezirk reutte,Vils,lindenberg stadtplatz 2,"stadtpl. 2, 6682 vils, austria",6682,Information non disponible,Information non disponible,Information non disponible,"47.5493, 10.63079"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-tristach-i105287/,Autriche,Tyrol,Politischer bezirk lienz,Tristach,gemeindeamt tristach,"dorfstraße 37, 9900 tristach, austria",9900,Information non disponible,Information non disponible,Information non disponible,"46.81747, 12.78745"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-schwoich-i105367/,Autriche,Tyrol,Politischer bezirk kufstein,Schwoich,gemeindeamt schwoich,"dorf 1, 6334 schwoich, austria",6334,05372 58113,Information non disponible,http://www.schwoich.tirol.gv.at/,"47.54366, 12.14062"
https://fre.cityhallworldwide.com/mairie-en-autriche/gnadenwald-i105741/,Autriche,Tyrol,Politischer bezirk innsbruck,Gnadenwald,gnadenwald,"gnadenwald, 6069, austria",6069,Information non disponible,Information non disponible,Information non disponible,"47.32867, 11.57836"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-wenns-i105234/,Autriche,Tyrol,Politischer bezirk imst,Wenns,gemeindeamt wenns,"unterdorf 9, 6473 wenns, austria",6473,05414 87214,Information non disponible,http://www.wenns.tirol.gv.at/,"47.16866, 10.7312"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-stanz-bei-landeck-i105202/,Autriche,Tyrol,Landeck,Stanz bei landeck,gemeindeamt stanz bei landeck,"stanz bei landeck 11, 6500 stanz bei landeck, austria",6500,05442 64237,Information non disponible,http://www.stanz.tirol.gv.at/,"47.14838, 10.55404"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-schwendt-i105258/,Autriche,Tyrol,Bezirk kitzbuehel,Schwendt,gemeindeamt schwendt,"dorf 2, 6385 schwendt, austria",6385,Information non disponible,Information non disponible,Information non disponible,"47.63169, 12.39205"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-kirchdorf-in-tirol-i105259/,Autriche,Tyrol,Bezirk kitzbuehel,Kirchdorf in tirol,gemeindeamt kirchdorf in tirol,"dorfstraße 4, 6383 kirchdorf in tirol, austria",6383,Information non disponible,Information non disponible,Information non disponible,"47.57447, 12.47781"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sulzberg-i127581/,Autriche,Vorarlberg,Politischer bezirk bregenz,Sulzberg,gemeindeamt sulzberg,"dorf 1a, 6934 sulzberg, austria",6934,Information non disponible,Information non disponible,Information non disponible,"47.52222, 9.91431"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindereamt-der-marktgemeinde-lauterach-i105207/,Autriche,Vorarlberg,Politischer bezirk bregenz,Lauterach,gemeindereamt der marktgemeinde lauterach,"montfortpl. 2, 6923 lauterach, austria",6923,Information non disponible,Information non disponible,Information non disponible,"47.47737, 9.731852"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-kirchberg-in-tirol-i105590/,Autriche,Tyrol,Bezirk kitzbuehel,Kirchberg in tirol,gemeinde kirchberg in tirol,"hauptstraße 8, 6365 kirchberg in tirol, austria",6365,05357 22130,Information non disponible,http://www.kirchberg.tirol.gv.at/,"47.44817, 12.31538"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtsaal-waidhofenybbs-i105261/,Autriche,Basse-Autriche,Waidhofen an der ybbs,Waidhofen an der ybbs (Ville),stadtsaal waidhofen/ybbs,"plenkerstraße 8a, 3340 waidhofen an der ybbs, austria",3340,07442 511104,Information non disponible,Information non disponible,"47.95692, 14.77816"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-schwarzenau-i105216/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Schwarzenau,gemeinde schwarzenau,"waidhofnerstraße 2, 3900 schwarzenau, austria",3900,02849 2247,Information non disponible,http://www.schwarzenau.at/,"48.74369, 15.25946"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-schweiggers-i105368/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Schweiggers,gemeindeamt schweiggers,"hauptpl. 25, 3931 schweiggers, austria",3931,Information non disponible,Information non disponible,Information non disponible,"48.66742, 15.06332"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sallingberg-i105422/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Sallingberg,gemeindeamt sallingberg,"lerchenweg 31, 3525 sallingberg, austria",3525,02877 7306,Information non disponible,Information non disponible,"48.46672, 15.23153"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-rappottenstein-i105448/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Rappottenstein,gemeindeamt rappottenstein,"rappottenstein 24, 3911 rappottenstein, austria",3911,Information non disponible,Information non disponible,Information non disponible,"48.52127, 15.08002"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-ottenschlag-i105494/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Ottenschlag,gemeindeamt ottenschlag,"oberer markt 22, 3631 ottenschlag, austria",3631,Information non disponible,Information non disponible,Information non disponible,"48.42289, 15.22173"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-gutenbrunn-i105530/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Gutenbrunn,gemeindeamt gutenbrunn,"gutenbrunn 25, 3665 gutenbrunn, austria",3665,Information non disponible,Information non disponible,http://www.gutenbrunn.gv.at/gemeindeamt.htm,"48.36673, 15.11919"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-grafenschlag-i105658/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Grafenschlag,gemeindeamt grafenschlag,"grafenschlag 47, 3912 grafenschlag, austria",3912,Information non disponible,Information non disponible,Information non disponible,"48.50044, 15.1663"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindereamt-der-marktgemeinde-echsenbach-i105694/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Echsenbach,gemeindereamt der marktgemeinde echsenbach,"bachzeile 4, 3903 echsenbach, austria",3903,Information non disponible,Information non disponible,Information non disponible,"48.7169, 15.21758"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-gopfritz-an-der-wild-i105705/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Göpfritz an der wild,gemeinde göpfritz an der wild,"hauptstraße 72, 3800 göpfritz an der wild, austria",3800,02825 8331,Information non disponible,http://www.goepfritz-wild.gv.at/,"48.72476, 15.40081"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-jochberg-i105608/,Autriche,Tyrol,Bezirk kitzbuehel,Jochberg,gemeindeamt jochberg,"dorf 22, 6373 jochberg, austria",6373,05355 520211,Information non disponible,Information non disponible,"47.38035, 12.41887"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-fieberbrunn-i105625/,Autriche,Tyrol,Bezirk kitzbuehel,Fieberbrunn,marktgemeinde fieberbrunn,"dorfpl. 1, 6391 fieberbrunn, austria",6391,Information non disponible,Information non disponible,Information non disponible,"47.47681, 12.5444"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-fendels-i105358/,Autriche,Tyrol,Landeck,Fendels,gemeindeamt fendels,"fendels 40, 6528 fendels, austria",6528,05472 6366,Information non disponible,http://www.fendels.tirol.gv.at/,"47.05393, 10.67669"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeverwaltung-samnaun-compatsch-i105479/,Autriche,Tyrol,Landeck,Ischgl,gemeindeverwaltung samnaun-compatsch,"kirchweg 25, 7562 samnaun-compatsch, switzerland",7562,081 861 83 00,Information non disponible,http://www.gemeindesamnaun.ch/,"46.96, 10.40322"
https://fre.cityhallworldwide.com/mairie-en-autriche/kaunerberg-i105596/,Autriche,Tyrol,Landeck,Kauns,kaunerberg,"poschackerl 46, 6527 kaunerberg, austria",6527,05472 6713,Information non disponible,http://www.kaunerberg.tirol.gv.at/,"47.08265, 10.70609"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sautens-i105279/,Autriche,Tyrol,Politischer bezirk imst,Sautens,gemeindeamt sautens,"dorfstraße 55, 6432 sautens, austria",6432,05252 21194,Information non disponible,Information non disponible,"47.20783, 10.86277"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-tarrenz-i105309/,Autriche,Tyrol,Politischer bezirk imst,Tarrenz,gemeindeamt tarrenz,"hauptstraße 14, 6464 tarrenz, austria",6464,05412 63352,Information non disponible,http://www.tarrenz.at/,"47.26387, 10.76443"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-karrosten-i105430/,Autriche,Tyrol,Politischer bezirk imst,Karrösten,gemeindeamt karrösten,"dorfgasse 2, 6462 karrösten, austria",6462,05412 661870,Information non disponible,http://www.karroesten.tirol.gv.at/,"47.22548, 10.76627"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-mils-bei-imst-i105522/,Autriche,Tyrol,Politischer bezirk imst,Mils bei imst,gemeindeamt mils bei imst,"reitle 4, 6493 mils bei imst, austria",6493,05418 5297,Information non disponible,http://www.mils-bei-imst.tirol.gv.at/,"47.20477, 10.67309"
