price,review,title
"379,00","4,2 sur 5 étoiles","Acer Chromebook CB314-1H-P9X6 Ordinateur Portable 14"" HD Gris (Intel Pentium, 8 Go de RAM, 64 Go eMMC, Intel HD Graphics 600, OS Chrome)"
"349,00","4,4 sur 5 étoiles","Memory PC A8-9600 4X 3,4 GHz, 16 Go DDR4, 240 Go SSD, Radeon R7 2 Go, Windows 10 Pro 64bit"
,,
,,
"439,00",,HP Ordinateur Portable 17-cp0254nf 3050U 17p 4Go 1To
,,
,,"LHMZNIY Ultra-Minces Ordinateurs Portables Intel J3455 Processeur Écran IPS 14,1 Pouces Quad-Core Quad-Threads 8 Go de RAM + 256 Go SSD Poids 1,35 KG PC Windows 10 Pro"
,"3,4 sur 5 étoiles","MEBERRY Ordinateur Portable 15.6 ""FHD -Très Mince Windows 10 PC Portable : 8 GB RAM，256 GB SSD | 1920 x 1080 IPS | 2.4G/5G WiFi | Micro SD Fente | Bluetooth | HDMI | USB 3.0 / 2.0 - Argent"
"269,95","3,7 sur 5 étoiles","PRIXTON Flex Pro - Ordinateur portable pro à ecran tactile de 11'6 pouces, processeur Intel Apollo Lake, système d'exploitation Windows 10, 4 Go de RAM / 64 Go, Clavier Espagnol"
"649,99","4,3 sur 5 étoiles","Jumper Ordinateur Portable 12 pouces Intel i7-7Y75, 8 Go + 256 Go SSD, tablette 2-en-1 PC, écran tactile FHD 2160x1440 IPS, HD Graphics 615, BT 4.2, WLAN, ultrabook Windows 10 Home pc portable i7"
,"4,6 sur 5 étoiles","Dell XPS 13 7390 Silver Intel Core i5-10210U Ordinateur portable Écran FHD 13,3 po SSD de 8 Go 256 Go Intel UHD Graphics série 600 Clavier rétroéclairé français"
,,
,,
,,
,,
,"2,8 sur 5 étoiles","TOPOSH PC Ordinateur Portable 11,6 Pouces Windows 10 12Go RAM+128Go SSD Intel Celeron J3455 Quad-Core Graphique 1,5GHz, Mini Laptop Notebook avec Bluetooth 4,0 WiFi HDMI - Noir"
"2 399,00",,Dell XPS 15 9510 Ordinateur Portable Intel Core i7-11800H 15.6'' FHD+ Silver 16 Go de RAM 512 Go NVIDIA GeForce RTX 3050 Ti 4 Go Windows 10 Home Clavier AZERTY Français rétroéclairé
,,
,,
,,
,,
"1 899,99","4,1 sur 5 étoiles","Asus ROG Strix STRIX-G15-G513QR-HN046T PC Portable 15.6"" (AMD Ryzen R9-5900HX, RAM 16Go, SSD 1To, RTX 3070, Windows 10) Clavier AZERTY Français"
,,
,,
,,
"17,99",,Baona Tapis de Souris en Mousse à mémoire de Forme pour Ordinateur et Ordinateur Portable Single Gray MP
"179,95","3,8 sur 5 étoiles","[3 Bonus] Simbans TangoTab Tablette 10 Pouces avec Clavier Ordinateur Portable 2 en 1, Android 10, 4 GB RAM, 64 GB, Mini-HDMI - TLX"
"799,00","4,2 sur 5 étoiles","HP Pavilion 15-eg0000sf PC Portable 15.6"" FHD IPS Argent (Intel Core i5, RAM 8 Go, SSD 1 To, AZERTY, Windows 10)"
,,
"39,99","4,6 sur 5 étoiles","Novoo Support pour ordinateur portable rotatif à 360 °, inclinable et réglable en hauteur en aluminium ergonomique pour MacBook Air/Pro, Dell, HP, Lenovo, etc."
"299,00","3,0 sur 5 étoiles","difinity Intel Quad PC Portable 17.3"" HD+ (Intel N3450 4x2.2 GHz, RAM 8G, 256G SSD, WLAN, Bluetooth, Windows 10 Pro) Clavier AZERTY Français #6802"
,,
,,
,,
,,
,,
"759,00",,"Dell Inspiron 15 5502 Intel Core i5-1135G7 Ordinateur portable 15,6"" Full HD Platinum silver 8Go de RAM SSD 512 Go Intel Iris Xe UMA Graphics Windows 10 Home Clavier AZERTY Français rétroéclairé"
,,
,,
,,
,"4,2 sur 5 étoiles","ASUS Chromebook C523NAA20071 Ordinateur Portable Tactile 15,6'' FHD (Celeron N3350, RAM 8Go, 64Go EMMC, Chrome OS) Clavier AZERTY Français"
,,
,,
"529,99","3,8 sur 5 étoiles","Ordinateur portable HP 255 G8, écran 15,6 "", Cpu Amd A4, mode rafale jusqu'à 2,60 GHz 8 Go DDR4, SSD M.2 Nvme 500 Go, Bluetooth, WIFI, Windows 10 Pro Prêt à l'emploi"
"929,00","5,0 sur 5 étoiles",Dell Inspiron 14 5418 Intel Core i7-11370H Ordinateur Portable 14.0'' FHD Platinum Silver 16 Go de RAM 512 Go Intel Iris Xe - UMA Graphics W10 Home Clavier AZERTY Français rétroéclairé
,,
"218,86","4,5 sur 5 étoiles","BIGMAC Windows 10 Ordinateur Portable Mini 10,1 Pouces 32 Go Clavier AZERTY Français Ultra Mince et léger Netbook Intel Quad Core PC HDMI Webcam Netflix Youtube (Noir)"
"699,00","4,3 sur 5 étoiles","ASUS Vivobook S S533UA PC Portable 15-15.9 FHD IPS (R5 5500U, RAM 8G, 512G SSD PCIE, WINDOWS 10) Clavier AZERTY Français"
"269,99","3,6 sur 5 étoiles","KUU YOBOOK 13,5"" Ordinateur Portable, Écran FHD 3K, PC Portable inter Pentium J3710, Laptop 4Go de RAM SSD 128Go, Notebook Windows 10 avec clavier rétroéclairé et déverrouillage par empreinte digitale"
,,
"359,99","3,8 sur 5 étoiles","KUU Ordinateur Portable 15,6'' A10, pc Portable 8Go RAM 256Go SSD, Intel Celeron J4125 PC Portable Laptop Windows 10 Ultra-Fin Clavier rétroéclairé IPS HD Screen"
"285,00","3,9 sur 5 étoiles","NBD NBook 14,1"" Ordinateur Portable - 4 Go RAM 64 Go Stockage Argent 1080P Full HD IPS Laptop Windows 10 Netbook AZERTY Clavier Français"
"1 119,00","4,5 sur 5 étoiles","ASUS Zenbook UX425EA PC Portable 14"" (I7 1165G7, RAM 16G, 512G SSD PCIE, WINDOWS 10) Clavier AZERTY Français"
,,
,,
"799,00","5,0 sur 5 étoiles","Dell Inspiron 13 2-en-1 7306 Intel Core i5-1135G7 EVO PC 13"" Full HD Tactile Platinum Silver 8Go de RAM 512 Go SSD Intel Iris Xe UMA Graphics Windows 10 Home Clavier AZERTY Français rétroéclairé"
"23,99","4,8 sur 5 étoiles","BONTEC Support Moniteur avec Tiroir, 3 Hauteurs Réglables pour Moniteur PC pour Bureau avec Plate-forme en maille pour Moniteur, Ordinateur Portable, iMac, PC, Imprimante jusqu'à 20 kg"
,,
,,
"1 399,00","4,6 sur 5 étoiles",Dell XPS 13 9305 Intel Core i7-1165G7 EVO Ordinateur Portable 13.3'' FHD Silver 8 Go de RAM 512 Go Intel Iris Xe - UMA Graphics 4 Go Windows 10 Home Clavier AZERTY Français rétroéclairé
,,
"416,00","5,0 sur 5 étoiles","CHUWI Ordinateur Portable, HeroBook Plus 15,6 Pouces Ultrabook Intel Celeron J4125 jusqu'à 2,7 GHz, 8G RAM 256G SSD, 1920 x 1080 IPS, Windows 10, WLAN, USB 3.0, Mini HD 38Wh"
"416,00","5,0 sur 5 étoiles","CHUWI Ordinateur Portable, HeroBook Plus 15,6 Pouces Ultrabook Intel Celeron J4125 jusqu'à 2,7 GHz, 8G RAM 256G SSD, 1920 x 1080 IPS, Windows 10, WLAN, USB 3.0, Mini HD 38Wh"
,,
"339,99","3,0 sur 5 étoiles","KUU Ordinateur Portable 15,6"", Pc Portable 6 Go de RAM SSD 256 Go, Ordinateur Inter Celeron J3455, Windows 10 1920*1080 FHD Écran Laptop avec RJ45 Bluetooth 4.0 HDMI"
,,
"999,00","4,5 sur 5 étoiles","Lenovo IdeaPad Flex 5i 14ITL05 Ordinateur Portable Convertible et Tactile 14'' FHD Gris graphite (Intel Core i5 11e gén, RAM 16Go, SSD 512Go, Intel Iris Xe Graphics, W10) - Clavier AZERTY rétroéclairé"
,,
,,
,,
,,
,,
"379,00",,"Acer Chromebook Spin 513 CP513-1H-S64V Ordinateur Portable Tactile Convertible 13,3'' Full HD IPS, PC Portable (Qualcomm Snapdragon SC7180, RAM 8 Go, 64 Go eMMC, Qualcomm Adreno 618, Chrome OS) - Gris"
,,
"599,00","3,9 sur 5 étoiles","Lenovo IdeaPad 3i Ordinateur Portable 17.3'' HD+ Gris (Intel Core i3, RAM 4Go, HDD 1To, Intel UHD Graphics, Windows 10) - Clavier AZERTY (français)"
,"4,1 sur 5 étoiles","LincPlus P3 Ordinateur Portable Windows 10 S Notebook,14"" 1080P Full HD IPS, Intel Celeron N3350 4Go RAM 64Go Stockage Netbook, Blanc Clavier Français AZERTY"
,,
,,
,,
,,
"699,00","4,2 sur 5 étoiles",Dell Inspiron 14 5410 2-en-1 Intel Core i5-1135G7 Ordinateur Portable 14.0'' FHD Tactile Platinum Silver 8 Go de RAM 256 Go Intel Iris Xe - UMA Graphics W10 Home Clavier AZERTY Français rétroéclairé
"529,99","3,8 sur 5 étoiles","Ordinateur portable HP 255 G8, écran 15,6 "", Cpu Amd A4, mode rafale jusqu'à 2,60 GHz 8 Go DDR4, SSD M.2 Nvme 500 Go, Bluetooth, WIFI, Windows 10 Pro Prêt à l'emploi"
,,
,"4,4 sur 5 étoiles","TECLAST F15 Pro Ordinateur Portable 15,6 Pouces, 12Go RAM 256Go SSD Windows 10 1920x1080FHD, Intel 10nm Core i3-1005G1 4-Thread CPU Turbo 3.4GHz, 1920×1080FHD, TF+HDMI+USB3.0+Type-C+RJ45 53.5Wh Métal"
,,
,,
"229,00","4,3 sur 5 étoiles","Lenovo Chromebook IdeaPad 3 14IGL05 Ordinateur Portable 14'' HD Gris Platine (Celeron N4020, RAM 4 Go, eMMC 64 Go, Chrome OS) Clavier AZERTY Français"
,,
"179,00","3,3 sur 5 étoiles","HSW 10.1"" Windows 10 Ultra Thin Ordinateur Portable PC - 2 Go de RAM 32 Go de Stockage, Intel Quad Core 1.44 Ghz USB 3.0, WiFi, HDMI, BT, Prend en Charge 128 Go TF Card Ordinateur Portable"
,,
"379,00","4,2 sur 5 étoiles","CHUWI GemiBook Ordinateur Portable Ultrabook 13 Pouces Win 10 Intel Celeron J4115 jusqu'à 2,5 GHz 8 Go RAM 256 Go SSD 2160*1440 2K, Type-C 2.4G/5G WiFi 38 Wh"
,"4,4 sur 5 étoiles",Kauriea 2TO Clé USB Métal Clef USB 2000GO Portable Cle USB Imperméable Memory Stick Mini USB Stick Large Stockage Pendrive pour PC/ Tablette/ Ordinateur
"344,99","5,0 sur 5 étoiles","Ordinateur Portable de 15,6 Pouces (Intel Celeron_j3455 64 Bits, 8 Go de RAM DDR3, 128 Go de SSD, Webcam HD, 5G WiFi ,Windows 10 OS préinstallé, écran 1920 * 1080 FHD IPS)"
"799,00","4,5 sur 5 étoiles","Dell G15 Ryzen Edition 5515 AMD Ryzen 5 5600H Portable Gamer 15,6"" Full HD 120Hz Grey 8Go de RAM SSD 256 Go NVIDIA GeForce RTX 3050 4Go GDDR6 Windows 10 Home Clavier AZERTY Français rétroéclairé"
"199,90","4,3 sur 5 étoiles","NiPoGi Mini PC Windows 10 Pro, Intel Celeron J3455 Portable Business Office Desktop Ordinateur, 6GB RAM 128GB ROM Slim Tower PC, Supports 4K Dual HDMI, 1000 Mbps, Dual WiFi, BT4.2, Wake on LAN"
"289,00","4,2 sur 5 étoiles","Acer Chromebook Spin CP311-3H-K63V Ordinateur Portable Tactile et Convertible 11,6'' HD (Mediatek MT8183, RAM 4 Go, eMMC 32 Go, Chrome OS) Clavier AZERTY Français"
"349,00","4,5 sur 5 étoiles","HP Chromebook x360 12b-ca0000sf Ordinateur Ultraportable Convertible et Tactile 12"" HD (Intel Celeron, RAM 4 Go, eMMC 32 Go, AZERTY, Chrome OS)"
"259,00","4,4 sur 5 étoiles","HP 14s-dq0000sf PC Ultraportable 14"" HD Natural Silver (Intel Celeron, RAM 4 Go, 64 Go eMMC, AZERTY, Windows 10 Home S) Microsoft 365 Personnel inclus pendant 1 an"
"999,00","4,6 sur 5 étoiles",Dell XPS 13 9305 Intel Core i5-1135G7 EVO Ordinateur Portable 13.3'' FHD Platin Silver 8 Go de RAM 512 Go Intel Iris Xe Graphics 4 Go Windows 10 Home Clavier AZERTY Français rétroéclairé
,"5,0 sur 5 étoiles","Coolby Ordinateur Portable Ultra-mince, Ordinateur PC Silencieux FHD 14 Pouces, 6 GB RMA et 128 GB, Win10 Pro, Ultra-Fin Laptop, Avec Wifi, Blt4.2, Double USB, HDMI, Laptop Gris Sidéral-YealBook"
"321,73","4,3 sur 5 étoiles","Acer Chromebook CB315-3H-C417 Ordinateur Portable 15.6'' HD (Celeron N4000, RAM 4 Go, 32 Go eMMC, Chrome OS) Clavier AZERTY Français"
,"5,0 sur 5 étoiles","iProda Ordinateur portable 14"" Intel Celeron 5205U, 1,90 GHz, Windows10 Pro Ordinateur portable, 8 Go RAM 256 Go SSD, 1920 x 1080 FHD, HDMI, WiFi, Ordinateur portable avec clavier espagnol"
